AATS5s,ATSC2dv,ATSC3Z,ATSC2v,ATSC5v,ATSC8v,ATSC3i,AATSC0Z,AATSC2m,AtomicMass,AtomicRadius,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Relative Molecular Weight,Permittivity,LogP,MPC,Boiling Point (°C),Target
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,65.4,139.0,6.4,-60.0,9.394,7.134,78.11,2.2,2.13,0.16,80.1,324.917
3.515151515,-9.0,3.0,-233.8056233,619.5860344,-1090.310193,-29.09014543,6.25,-2.890111,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,577.162
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,161.991
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,65.4,139.0,6.4,-60.0,9.394,7.134,72.1,7.58,0.888,0.22,66.0,244.69
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,65.4,139.0,6.4,-60.0,9.394,7.134,41.05,37.5,0.34,0.26,81.6,157.747
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,65.4,139.0,6.4,-60.0,9.394,7.134,58.08,20.7,-0.24,0.17,56.05,238.751
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,902.031
4.127572016,15.52,-55.57,-413.8339992,21.53607572,-71.0457373,-1.811831412,8.89,0.891151629,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,819.246
5.956521739,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,415.396
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,112.41,158.0,7.2,-70.0,8.994,8.69,87.12,32.2,-0.85,0.25,165.1,653.041
5.956521739,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,87.12,37.8,0.937,0.25,166.0,253.554
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,55.84,194.0,8.4,15.0,7.902,7.874,46.07,24.3,-0.31,0.3,78.37,261.485
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,58.693,163.0,6.8,112.0,7.64,8.912,73.09,36.7,-0.85,0.37,153.0,995.475
5.132132132,2.0,-90.0,-51.59703123,370.5888096,90.71483263,-21.43958889,7.294117647,1.543624954,114.818,193.0,9.7,29.0,5.786,7.31,73.09,36.7,-0.85,0.37,153.0,2586.11
3.406349206,7.122769064,-45.40075717,-388.8149985,-209.4552147,-83.18651229,-11.4038192,7.223363981,0.034641831,47.867,187.0,14.6,8.0,6.828,4.5,73.09,36.7,-0.85,0.37,153.0,406.252
3.05026455,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,-21.2120641,6.955017301,-0.588251461,47.867,187.0,14.6,8.0,6.828,4.5,73.09,36.7,-0.85,0.37,153.0,1028.73
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,112.41,158.0,7.2,-70.0,8.994,8.69,32.04,32.7,0.791,0.32,65.0,243.195
1.0,-5.555555556,-79.77777778,-38.5420247,267.0900931,0.0,11.12972077,7.222222222,3.174938037,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,1361.21
1.0,-5.555555556,-79.77777778,-38.5420247,267.0900931,0.0,11.12972077,7.222222222,3.174938037,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,1439.39
1.0,-5.555555556,-79.77777778,-38.5420247,267.0900931,0.0,11.12972077,7.222222222,3.174938037,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,1420.75
1.0,-5.555555556,-79.77777778,-38.5420247,267.0900931,0.0,11.12972077,7.222222222,3.174938037,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,1377.59
1.0,-5.555555556,-79.77777778,-38.5420247,267.0900931,0.0,11.12972077,7.222222222,3.174938037,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,1421.2
1.0,-5.555555556,-79.77777778,-38.5420247,267.0900931,0.0,11.12972077,7.222222222,3.174938037,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,1413.08
1.0,-5.555555556,-79.77777778,-38.5420247,267.0900931,0.0,11.12972077,7.222222222,3.174938037,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,1417.78
1.0,-5.555555556,-79.77777778,-38.5420247,267.0900931,0.0,11.12972077,7.222222222,3.174938037,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,1370.96
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,164.93033,216.0,23.6,33.0,6.022,8.8,101.14,36.7,0.945,0.2,152.0,1126.78
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,63.55,140.0,6.7,119.0,7.726,8.933,32.04,32.7,0.791,0.32,65.0,28.4502
2.5,-28.08,-37.42,-168.53654,-97.35287001,0.0,5.60363627,6.49,-6.11030994,63.55,140.0,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,0.37,153.0,517.592
3.515151515,-9.0,3.0,-233.8056233,619.5860344,-1090.310193,-29.09014543,6.25,-2.890111,65.4,139.0,6.4,-60.0,9.394,7.134,78.11,2.2,2.13,0.16,80.1,1189.61
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,3194.0
5.619047619,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,2.728500953,7.555555556,2.702140678,144.24,229.0,31.4,185.0,5.525,7.01,32.04,32.7,0.791,0.32,65.0,56.1773
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,3171.7
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,412.0803
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,490.304
7.301587302,6.127423823,-31.48199446,-82.49993911,65.7008648,-14.42315473,-15.41176355,7.83933518,1.746852814,63.55,140.0,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,0.37,153.0,2235.42
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,1435.76
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,471.76
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,1747.26
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,753.78
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,44.95591,211.0,17.8,18.0,6.561,2.99,73.09,36.7,-0.85,0.37,153.0,587.862
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,55.84,194.0,8.4,15.0,7.902,7.874,46.07,24.3,-0.31,0.3,78.37,520.67
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,58.93319,192.0,7.5,64.0,7.881,8.86,46.07,24.3,-0.31,0.3,78.37,1144.15
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,58.93319,192.0,7.5,64.0,7.881,8.86,84.16,2.02,3.44,0.17,80.7,1181.69
5.182222222,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-2.779407101,7.222222222,0.202953053,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,242.433
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,1666.39
6.089439787,-15.0,-30.0,-133.4506,0.0,0.0,-1.484482744,7.333333333,-11.32507474,65.4,139.0,6.4,-60.0,9.394,7.134,87.12,32.2,-0.85,0.25,165.1,626.451
6.089439787,-15.0,-30.0,-133.4506,0.0,0.0,-1.484482744,7.333333333,-11.32507474,65.4,139.0,6.4,-60.0,9.394,7.134,87.12,32.2,-0.85,0.25,165.1,613.577
6.089439787,-15.0,-30.0,-133.4506,0.0,0.0,-1.484482744,7.333333333,-11.32507474,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,392.581
6.089439787,-15.0,-30.0,-133.4506,0.0,0.0,-1.484482744,7.333333333,-11.32507474,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,332.206
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,5152.09
1.0,-30.18,-125.85,55.00385896,726.9504707,0.0,10.7960044,6.69,-2.894982731,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,282.66529
3.406349206,7.122769064,-45.40075717,-388.8149985,-209.4552147,-83.18651229,-11.4038192,7.223363981,0.034641831,114.818,193.0,9.7,29.0,5.786,7.31,73.09,36.7,-0.85,0.37,153.0,1279.28
5.132132132,2.0,-90.0,-51.59703123,370.5888096,90.71483263,-21.43958889,7.294117647,1.543624954,144.24,229.0,31.4,185.0,5.525,7.01,73.09,36.7,-0.85,0.37,153.0,1172.15
5.132132132,2.0,-90.0,-51.59703123,370.5888096,90.71483263,-21.43958889,7.294117647,1.543624954,151.964,233.0,27.7,83.0,5.67,5.24,73.09,36.7,-0.85,0.37,153.0,697.431
5.132132132,2.0,-90.0,-51.59703123,370.5888096,90.71483263,-21.43958889,7.294117647,1.543624954,158.92535,221.0,25.5,112.0,5.864,8.23,73.09,36.7,-0.85,0.37,153.0,680.363
5.132132132,2.0,-90.0,-51.59703123,370.5888096,90.71483263,-21.43958889,7.294117647,1.543624954,150.4,229.0,28.8,16.0,5.644,7.52,73.09,36.7,-0.85,0.37,153.0,667.129
5.132132132,2.0,-90.0,-51.59703123,370.5888096,90.71483263,-21.43958889,7.294117647,1.543624954,162.5,229.0,24.5,34.0,5.939,8.55,73.09,36.7,-0.85,0.37,153.0,649.152
5.182222222,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-2.779407101,7.222222222,0.202953053,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,82.7005
5.182222222,14.88888889,8.888888889,-109.2228995,-493.3278434,158.9044906,-2.779407101,7.222222222,0.202953053,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,85.6933
4.588374486,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,-24.47663291,11.24869927,2.85108185,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,205.356
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,54.93804,197.0,9.4,-50.0,7.434,7.3,32.04,32.7,0.791,0.32,65.0,85.4746
4.866666667,-4.326530612,-13.7755102,-126.5633675,87.63283563,0.0,-13.41592119,7.530612245,-3.129332876,58.93319,192.0,7.5,64.0,7.881,8.86,46.07,24.3,-0.31,0.3,78.37,237.59
3.720867209,-1.668639053,-27.81656805,-140.2220272,281.4722231,-269.0751763,-19.25705899,7.053254438,-0.39660291,140.116,235.0,29.6,635.0,5.539,6.77,73.09,36.7,-0.85,0.37,153.0,69.775
3.720867209,-1.668639053,-27.81656805,-140.2220272,281.4722231,-269.0751763,-19.25705899,7.053254438,-0.39660291,140.116,235.0,29.6,635.0,5.539,6.77,73.09,36.7,-0.85,0.37,153.0,1222.71
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,112.41,158.0,7.2,-70.0,8.994,8.69,46.07,24.3,-0.31,0.3,78.37,42.6824
2.5,-28.08,-37.42,-168.53654,-97.35287001,0.0,5.60363627,6.49,-6.11030994,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,654.026
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,158.92535,221.0,25.5,112.0,5.864,8.23,73.09,36.7,-0.85,0.37,153.0,483.733
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,173.05,242.0,21.0,-2.0,6.254,6.9,73.09,36.7,-0.85,0.37,153.0,228.664
3.515151515,-9.0,3.0,-233.8056233,619.5860344,-1090.310193,-29.09014543,6.25,-2.890111,65.4,139.0,6.4,-60.0,9.394,7.134,84.16,2.02,3.44,0.17,80.7,1270.46
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,158.92535,221.0,25.5,112.0,5.864,8.23,73.09,36.7,-0.85,0.37,153.0,135.401
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,162.5,229.0,24.5,34.0,5.939,8.55,73.09,36.7,-0.85,0.37,153.0,158.384
5.619047619,9.333333333,-7.444444444,-141.6918397,-52.99056242,81.84243715,2.728500953,7.555555556,2.702140678,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,1569.6
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,144.24,229.0,31.4,185.0,5.525,7.01,73.09,36.7,-0.85,0.37,153.0,377.804
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,150.4,229.0,28.8,16.0,5.644,7.52,73.09,36.7,-0.85,0.37,153.0,311.824
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,151.964,233.0,27.7,83.0,5.67,5.24,73.09,36.7,-0.85,0.37,153.0,292.617
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,157.2,237.0,23.5,13.0,6.15,7.9,73.09,36.7,-0.85,0.37,153.0,330.126
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,158.92535,221.0,25.5,112.0,5.864,8.23,73.09,36.7,-0.85,0.37,153.0,613.8454
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,162.5,229.0,24.5,34.0,5.939,8.55,73.09,36.7,-0.85,0.37,153.0,660.5414
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,182.0,-0.1,0.26,163.0,108.236
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,54.93804,197.0,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,1299.77
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,54.93804,197.0,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,1286.21
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,144.24,229.0,31.4,185.0,5.525,7.01,87.12,32.2,-0.85,0.25,165.1,815.845
7.862068966,9.01,-66.27,4.290158193,-355.2791089,69.38641121,-16.76817217,7.91,4.203716805,24.305,173.0,10.6,-40.0,7.646,1.74,87.12,32.2,-0.85,0.25,165.1,1336.09
7.862068966,9.01,-66.27,4.290158193,-355.2791089,69.38641121,-16.76817217,7.91,4.203716805,24.305,173.0,10.6,-40.0,7.646,1.74,87.12,32.2,-0.85,0.25,165.1,1331.38
7.862068966,9.01,-66.27,4.290158193,-355.2791089,69.38641121,-16.76817217,7.91,4.203716805,24.305,173.0,10.6,-40.0,7.646,1.74,87.12,32.2,-0.85,0.25,165.1,1285.53
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,58.693,163.0,6.8,112.0,7.64,8.912,73.09,36.7,-0.85,0.37,153.0,4196.03
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,167.26,235.0,22.7,30.0,6.108,9.07,32.04,32.7,0.791,0.32,65.0,609.205
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,173.05,242.0,21.0,-2.0,6.254,6.9,32.04,32.7,0.791,0.32,65.0,621.315
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,144.24,229.0,31.4,185.0,5.525,7.01,46.07,24.3,-0.31,0.3,78.37,787.063
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,150.4,229.0,28.8,16.0,5.644,7.52,46.07,24.3,-0.31,0.3,78.37,704.407
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,151.964,233.0,27.7,83.0,5.67,5.24,46.07,24.3,-0.31,0.3,78.37,709.188
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,157.2,237.0,23.5,13.0,6.15,7.9,46.07,24.3,-0.31,0.3,78.37,679.156
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,158.92535,221.0,25.5,112.0,5.864,8.23,46.07,24.3,-0.31,0.3,78.37,675.591
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,162.5,229.0,24.5,34.0,5.939,8.55,46.07,24.3,-0.31,0.3,78.37,629.24
1.0,5.5,-3.5,-88.06441393,69.19802825,0.0,0.069150389,8.1875,5.4849955,164.93033,216.0,23.6,33.0,6.022,8.8,46.07,24.3,-0.31,0.3,78.37,647.274
3.720867209,-1.668639053,-27.81656805,-140.2220272,281.4722231,-269.0751763,-19.25705899,7.053254438,-0.39660291,44.95591,211.0,17.8,18.0,6.561,2.99,73.09,36.7,-0.85,0.37,153.0,1629.77
3.720867209,-1.668639053,-27.81656805,-140.2220272,281.4722231,-269.0751763,-19.25705899,7.053254438,-0.39660291,44.95591,211.0,17.8,18.0,6.561,2.99,73.09,36.7,-0.85,0.37,153.0,3025.16
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,374.144
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,1282.71
4.588374486,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,-24.47663291,11.24869927,2.85108185,54.93804,197.0,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,1084.32
4.588374486,21.77777778,-123.962539,-155.6229214,270.910299,-29.47811825,-24.47663291,11.24869927,2.85108185,54.93804,197.0,9.4,-50.0,7.434,7.3,73.09,36.7,-0.85,0.37,153.0,1262.8
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,2744.35
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,58.93319,192.0,7.5,64.0,7.881,8.86,46.03,59.0,-0.39,0.24,100.8,86.9572
11.67102397,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,-9.325384487,7.243055556,2.879117987,55.84,194.0,8.4,15.0,7.902,7.874,73.09,36.7,-0.85,0.37,153.0,1154.45
3.05026455,-6.633217993,-72.16608997,-272.2080821,911.6421651,-434.9264188,-21.2120641,6.955017301,-0.588251461,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,589.588
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,112.41,158.0,7.2,-70.0,8.994,8.69,87.12,37.8,0.937,0.25,166.0,1361.004303
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,924.452
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,65.4,139.0,6.4,-60.0,9.394,7.134,87.12,37.8,0.937,0.25,166.0,1770.5
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,208.9804,207.0,7.4,91.0,7.289,9.807,73.09,36.7,-0.85,0.37,153.0,223.865
4.866666667,-4.326530612,-13.7755102,-126.5633675,87.63283563,0.0,-13.41592119,7.530612245,-3.129332876,54.93804,197.0,9.4,-50.0,7.434,7.3,32.04,32.7,0.791,0.32,65.0,15.7238
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,55.84,194.0,8.4,15.0,7.902,7.874,73.09,36.7,-0.85,0.37,153.0,1455.74
1.98,-32.1183432,-68.30177515,-262.3018224,674.3291608,20.2697415,-3.734622442,6.639053254,-4.935734901,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,204.815
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,32.04,32.7,0.791,0.32,65.0,38.445
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,63.55,140.0,6.7,119.0,7.726,8.933,73.09,36.7,-0.85,0.37,153.0,1150.558
4.874396135,7.061728395,-18.48148148,-139.4970291,254.9866605,-15.18434653,-13.6613542,7.728395062,0.602016249,50.9415,179.0,12.4,51.0,6.746,6.0,104.15,2.4,2.86,0.2,145.0,1604.26
4.208994709,0.888888889,-41.11111111,-109.2228995,274.7735749,220.485913,-13.71323248,7.222222222,0.202953053,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,422.594
6.089439787,-8.64,2.28,-82.42248586,0.0,0.0,0.431820984,10.16,-22.0557955,24.305,173.0,10.6,-40.0,7.646,1.74,74.12,31.206962209302326,0.68,0.24,35.0,325.67
3.374485597,1.0,-29.5,-205.9892564,208.2792469,-366.6670057,-13.72631812,7.25,-0.675512816,58.93319,192.0,7.5,64.0,7.881,8.86,46.07,24.3,-0.31,0.3,78.37,456.673
5.956521739,8.061728395,-18.48148148,-139.4970291,56.05095496,75.66463763,-13.6613542,7.728395062,0.602016249,65.4,139.0,6.4,-60.0,9.394,7.134,78.13,47.2,-1.3,0.43,189.0,718.409
3.720867209,-1.668639053,-27.81656805,-140.2220272,281.4722231,-269.0751763,-19.25705899,7.053254438,-0.39660291,58.93319,192.0,7.5,64.0,7.881,8.86,73.09,36.7,-0.85,0.37,153.0,2142.41
3.81712963,1.750297265,-48.27586207,-315.5260643,121.3910449,-27.44793494,-13.30086095,7.4078478,-0.011326782,112.41,158.0,7.2,-70.0,8.994,8.69,73.09,36.7,-0.85,0.37,153.0,1186.87
11.67102397,10.23611111,-48.02083333,24.2843839,-141.9674605,184.8932439,-9.325384487,7.243055556,2.879117987,58.693,163.0,6.8,112.0,7.64,8.912,73.09,36.7,-0.85,0.37,153.0,1335.51
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,65.4,139.0,6.4,-60.0,9.394,7.134,87.12,32.2,-0.85,0.25,165.1,1413.95
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,65.4,139.0,6.4,-60.0,9.394,7.134,73.09,36.7,-0.85,0.37,153.0,598.402
8.08045977,10.24,-45.48,-88.84582021,5.968041315,85.43943289,-16.83487397,7.14,1.946496089,164.93033,216.0,23.6,33.0,6.022,8.8,73.09,36.7,-0.85,0.37,153.0,96.4887
8.08045977,10.24,-45.48,-88.84582021,5.968041315,85.43943289,-16.83487397,7.14,1.946496089,162.5,229.0,24.5,34.0,5.939,8.55,73.09,36.7,-0.85,0.37,153.0,93.9956
8.08045977,10.24,-45.48,-88.84582021,5.968041315,85.43943289,-16.83487397,7.14,1.946496089,144.24,229.0,31.4,185.0,5.525,7.01,73.09,36.7,-0.85,0.37,153.0,95.9545
1.5,-32.08264463,-191.6033058,719.4353383,-645.1347763,0.0,-73.47897774,7.338842975,-1.645508028,63.55,140.0,6.7,119.0,7.726,8.933,72.1,7.58,0.888,0.22,66.0,3027.99
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,7.0,182.0,24.3,60.0,5.392,0.534,88.11,2.25,0.734,0.26,101.0,640.047
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,7.0,182.0,24.3,60.0,5.392,0.534,60.1,20.0,0.05,0.29,97.2,617.922
6.083333333,-6.326530612,-18.7755102,-126.5633675,153.9775161,0.0,-5.761308638,7.530612245,-3.129332876,7.0,182.0,24.3,60.0,5.392,0.534,100.16,2.02,0.778,0.28,81.0,767.626
6.939393939,5.326530612,-52.7755102,-55.01681737,15.28189589,245.1852095,-17.17443023,7.551020408,2.188865482,58.693,163.0,6.8,112.0,7.64,8.912,28.05,1.69,0.04,0.12,-103.7,3965.58
