code,SMILES,Metal,AATS4dv,AATS4s,AATS0i,AATS6i,ATSC2dv,ATSC3dv,ATSC0Z,ATSC3v,ATSC4v,ATSC5v,ATSC6pe,ATSC7i,AATSC4dv,AATSC5dv,AATSC4Z,AATSC0v,AATSC1v,MIC1,MID_O,SLogP,Atomic_Number,AtomicMass,AtomicRadius,Mulliken EN,polarizability(A^3),electron affinity(kJ/mol),IonizationEnergy,Density,Density
AMURUX01,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.24221
AMURUX02,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.24027
AMURUX06,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.24873
AMURUX07,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.24681
AMURUX08,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.24015
AMURUX09,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.236
AMURUX10,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.24049
AMURUX11,C(=O)O,Mg,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.23794
ANAWIX,C1(=C(C(=C(C(=C1F)F)C(=O)O)F)F)C(=O)O,In,26.1875,23.42361111,185.5672853,186.731022,-3.530864198,-14.48148148,96.44444444,-102.0196617,-252.7082747,-39.74826508,-3.152355556,-0.629115848,0.81558642,-0.251744498,1.121141975,23.3785554,6.793018185,35.03876575,6.81490808,1.6394,49,114.818,193,3.1,9.7,29,5.786,7.31,1.60306
ANAWOD,C1(=C(C(=C(C(=C1F)F)C(=O)O)F)F)C(=O)O,In,26.1875,23.42361111,185.5672853,186.731022,-3.530864198,-14.48148148,96.44444444,-102.0196617,-252.7082747,-39.74826508,-3.152355556,-0.629115848,0.81558642,-0.251744498,1.121141975,23.3785554,6.793018185,35.03876575,6.81490808,1.6394,49,114.818,193,3.1,9.7,29,5.786,7.31,1.43826
APAZOI,C1=CC(=CC=C1C2=CC(=CC(=C2)C(=O)O)C(=O)O)C(=O)O,La,6.314285714,4.607936508,156.8967605,156.5272456,3.511966701,-55.38189386,227.4193548,-574.6817201,-373.7814457,314.4336725,2.457642248,-9.204744818,-0.692790248,0.916915973,-1.70062435,43.57578391,6.083768968,26.08862449,10.26908972,2.4482,57,138.9055,240,3.1,31.1,45,5.577,6.15,1.24434
APEBUU,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.77817
APOGOD,C(=O)O,Fe,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,26,55.84,194,4.06,8.4,15,7.902,7.874,2.57401
AQEQES,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Co,11.15384615,7.141025641,160.87749,171.0133921,10.23611111,-54.52083333,173.8333333,-222.0114448,-557.533204,-141.9674605,1.709758333,12.00939528,-0.957799145,0.902369281,-1.714209402,35.18924871,9.094236488,28.45859248,13.69989652,0.4794,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.07587
AQUCOG,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Ni,9.4,9.055555556,161.8284238,174.4868462,3.08,-39.83,157.8,-361.7364237,-525.6095415,-40.33740763,-2.239168,3.574934718,-0.21,-0.244545455,-0.57,38.65938397,10.26209748,29.50728067,10.35516291,0.4942,28,58.693,163,4.4,6.8,112,7.64,8.912,1.19971
AQUCUM,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Ni,9.4,9.055555556,161.8284238,174.4868462,3.08,-39.83,157.8,-361.7364237,-525.6095415,-40.33740763,-2.239168,3.574934718,-0.21,-0.244545455,-0.57,38.65938397,10.26209748,29.50728067,10.35516291,0.4942,28,58.693,163,4.4,6.8,112,7.64,8.912,1.1988
AQUDIB,C1=C(C(=CC(=C1O)C(=O)O)O)C(=O)O,Ni,9.4,9.055555556,161.8284238,174.4868462,3.08,-39.83,157.8,-361.7364237,-525.6095415,-40.33740763,-2.239168,3.574934718,-0.21,-0.244545455,-0.57,38.65938397,10.26209748,29.50728067,10.35516291,0.4942,28,58.693,163,4.4,6.8,112,7.64,8.912,1.19943
ARADEE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.42129
ARUCIB,C1=CC(=CC(=C1)C(=O)O)C(=O)O,Co,6.0625,5.576388889,159.2036613,176.0619818,8.061728395,-24.37037037,139.1111111,-323.8209219,-210.5786884,56.05095496,1.733906173,6.506242911,-1.152006173,0.402039721,-2.023533951,42.93582616,5.672705364,26.3638878,6.828547389,1.083,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.18974
ASUJIJ,C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O,Zn,11.15384615,7.141025641,160.87749,171.0133921,10.23611111,-54.52083333,173.8333333,-222.0114448,-557.533204,-141.9674605,1.709758333,12.00939528,-0.957799145,0.902369281,-1.714209402,35.18924871,9.094236488,28.45859248,13.69989652,0.4794,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.40923
ASUKEE,C1=CN=CC=C1C2=CC=NC=C2,Cu,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,1.18884
ASUKEE01,C1=CN=CC=C1C2=CC=NC=C2,Cu,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,1.18597
ATIBAG,C(=O)O,Mn,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.64828
ATIBOU,C(=O)O,Mn,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.66268
ATIBOU01,C(=O)O,Mn,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.59271
ATIBOU02,C(=O)O,Mn,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.58929
ATIBUA,C(=O)O,Mn,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.6758
ATICAH,C(=O)O,Mn,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.59515
ATICEL,C(=O)O,Mn,6.105972211,5.581980186,173.5064463,169.7560012,-8.64,-1.12,50.8,27.7819722,0,0,0,0,-0.924871318,0.983015531,-1.75733888,34.11764866,-7.663402001,21.37334811,3.207106781,-0.2992,25,54.93804,197,3.72,9.4,-50,7.434,7.3,1.60993
ATIRUS,C1=C(C=NC=C1C(=O)O)C(=O)O,Tb,8.206896552,6.900383142,162.6584682,174.5860367,-4.211072664,-30.1349481,126.9411765,-476.228019,4.899709962,91.82694363,1.075936332,4.96450468,-0.47321322,1.258362168,-1.39004892,38.72707241,4.373896611,33.19105079,6.828547389,0.478,65,158.92535,221,3.1,25.5,112,5.864,8.23,2.34742
ATOTIM,C1=CC(=CC=C1C(=O)O)C(=O)O,V,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,23,50.9415,179,3.6,12.4,51,6.746,6,0.861632
ATOWIQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.866753
ATOWOW,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.865493
ATOXEN,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.32471
AVAQIX,C1=CN=CC=C1C(=O)O,Cd,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.39505
AVAQIX01,C1=CN=CC=C1C(=O)O,Cd,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.3731
AVASUM,C1=CC(=CC=C1C(=O)O)OC2=CC=C(C=C2)C(=O)O,Co,5.285714286,4.60515873,156.9501357,156.1323945,1.750297265,-61.79310345,214.8275862,-346.5741855,-411.1971077,121.3910449,4.347911296,2.543059342,-1.511296076,-0.034284582,-2.297010362,45.3051226,3.515795889,27.72198532,8.902059979,2.8753,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.36258
AVEROJ,C1=NC=NN1,Cd,0,1,180.2577321,169.7560012,-17.75,-13.75,60,-169.0754127,112.793618,0,0,0,6.25,0.983015531,12.25,37.55963231,-6.221649491,25.648125,0,-0.1953,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.97632
AVESEA,C1=NC=NN1,Cd,0,1,180.2577321,169.7560012,-17.75,-13.75,60,-169.0754127,112.793618,0,0,0,6.25,0.983015531,12.25,37.55963231,-6.221649491,25.648125,0,-0.1953,48,112.41,158,4.33,7.2,-70,8.994,8.69,2.44913
AVIHIY,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Ho,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,67,164.93033,216,3.1,23.6,33,6.022,8.8,1.69974
AVIHOE,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Tm,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,69,168.93422,227,3.1,21.8,99,6.184,9.32,1.75133
AVIPOL,C1=C(C=NC=C1C(=O)O)C(=O)O,Mg,8.206896552,6.900383142,162.6584682,174.5860367,-4.211072664,-30.1349481,126.9411765,-476.228019,4.899709962,91.82694363,1.075936332,4.96450468,-0.47321322,1.258362168,-1.39004892,38.72707241,4.373896611,33.19105079,6.828547389,0.478,12,24.305,173,3.75,10.6,-40,7.646,1.74,1.16504
AVUCEA,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Co,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.04668
AXOHIE,C1=CN=CC=C1C2=CC=NC=C2,Cd,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.645892
AXUBOL,C1=CC(=CC=C1C(=O)O)C(=O)O,Ni,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,28,58.693,163,4.4,6.8,112,7.64,8.912,1.05902
AYOXUJ,C1=C(C(=C(C(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,Co,14.67741935,7.621863799,161.4354329,173.4686422,14.47187929,-47.52263374,186.2962963,22.3721335,-464.8263434,-788.6968901,1.011665844,21.24453304,-0.307270233,0.745333095,-0.537855657,32.44800974,10.32143996,27.98658984,17.14658068,0.1776,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.21831
AYOYIY,C(=C/C(=O)O)\C=C\C(=O)O,Co,4.5,5,163.2548245,169.1825683,1.3125,-34.875,135.75,-133.6042903,10.2500609,9.583532402,-1.23140625,2.142741284,-0.421875,-0.78125,-0.196875,42.71128639,2.83550119,23.390875,6.757084721,0.268,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.17959
AZAFEO,C1=C(C(=CC(=C1Br)C(=O)O)Br)C(=O)O,Ca,6.12037037,5.577160494,154.1645745,161.0752285,4.096868702,-22.78270589,1680.444444,-240.5763567,-431.9850542,63.00171586,-0.029491358,3.551957605,-1.650395223,-0.170571677,-16.6566358,45.78010937,7.190503924,57.0452659,6.821328989,2.608,20,40.08,231,2.2,22.8,2,6.113,1.54,1.78051
AZAFIS,C1=C(C(=CC(=C1Br)C(=O)O)Br)C(=O)O,Ca,6.12037037,5.577160494,154.1645745,161.0752285,4.096868702,-22.78270589,1680.444444,-240.5763567,-431.9850542,63.00171586,-0.029491358,3.551957605,-1.650395223,-0.170571677,-16.6566358,45.78010937,7.190503924,57.0452659,6.821328989,2.608,20,40.08,231,2.2,22.8,2,6.113,1.54,1.67338
AZILEC,C(=C/C(=O)O)\C=C\C(=O)O,Co,4.5,5,163.2548245,169.1825683,1.3125,-34.875,135.75,-133.6042903,10.2500609,9.583532402,-1.23140625,2.142741284,-0.421875,-0.78125,-0.196875,42.71128639,2.83550119,23.390875,6.757084721,0.268,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.22585
BADHIA,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,1.23442
BADHOG,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,1.24012
BADHUM,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,1.24704
BADJAU,C1=CC(=CC=C1C(=O)O)C(=O)O,Sc,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,21,44.95591,211,3.34,17.8,18,6.561,2.99,1.2661
BADZAK,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,0.961266
BAHFAU,C1=CN=CC=C1C2=CC=NC=C2,Cu,3.294117647,2.490196078,158.4882451,172.8966427,-28.08,-29.42,129.8,-120.0865862,-458.5185535,-97.35287001,-0.042336,17.32369574,-0.325294118,0.585,-1.160588235,50.28462104,-1.071597631,22.73366526,0,2.1436,29,63.55,140,4.48,6.7,119,7.726,8.933,0.773788
BAHGUN,C1=CN=CC=C1C(=O)O,Cu,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,1.49376
BAHGUN01,C1=CN=CC=C1C(=O)O,Cu,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,1.51115
BAHGUN02,C1=CN=CC=C1C(=O)O,Cu,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,1.52235
BAHGUN03,C1=CN=CC=C1C(=O)O,Cu,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,1.50254
BAHGUN04,C1=CN=CC=C1C(=O)O,Cu,4.526315789,5.280701754,161.9640736,189.1588115,-6.326530612,-20.7755102,105.4285714,-187.9426401,-295.0873899,153.9775161,0.124438776,0,-1.177228786,0.695578231,-2.169709989,44.15534175,1.211667415,31.18866227,3.407582445,0.7798,29,63.55,140,4.48,6.7,119,7.726,8.933,1.48559
BAHMAZ,C1N2CN3CN1CN(C2)C3,Ag,0.16,1.37,173.8517369,184.917652,-32.08264463,-14.87603306,161.4545455,-2132.365294,1343.731288,-645.1347763,0.739130579,0,-0.284297521,-0.79338843,1.330247934,44.68381928,-8.206706873,12.88455021,0,-1.0198,47,107.868,172,4.44,7.9,126,7.576,10.501,1.90237
BAQMOW,C1(=C(C(=O)C1=O)O)O,Mn,7.5,14.16666667,161.8817872,169.7560012,1.28,9.88,65.6,-216.6322378,-82.63378003,103.2881151,0,0,-2.76,-0.76,-4.31,30.19776182,11.33441226,26.48298308,6.908609699,-1.3062,25,54.93804,197,3.72,9.4,-50,7.434,7.3,2.28903
BAQMUC,C1(=C(C(=O)C1=O)O)O,Zn,7.5,14.16666667,161.8817872,169.7560012,1.28,9.88,65.6,-216.6322378,-82.63378003,103.2881151,0,0,-2.76,-0.76,-4.31,30.19776182,11.33441226,26.48298308,6.908609699,-1.3062,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.98032
BARKUD,C1=C(C(=CC2=C1NC=N2)C(=O)O)C(=O)O,Cu,9.024390244,5.562330623,162.6162088,175.9527687,-0.401360544,-39.33786848,148.952381,-218.03348,-524.475512,42.70999751,-1.010094785,7.476729583,-0.419335214,1.47845805,-1.375200487,38.68084347,5.843749459,36.31600268,6.855299296,0.9593,29,63.55,140,4.48,6.7,119,7.726,8.933,1.01147
BASSOF,C1=C(C(=CC2=C1NC=N2)C(=O)O)C(=O)O,Dy,9.024390244,5.562330623,162.6162088,175.9527687,-0.401360544,-39.33786848,148.952381,-218.03348,-524.475512,42.70999751,-1.010094785,7.476729583,-0.419335214,1.47845805,-1.375200487,38.68084347,5.843749459,36.31600268,6.855299296,0.9593,66,162.5,229,3.1,24.5,34,5.939,8.55,2.37315
BASTUM,C1=C(C(=CC2=C1NC=N2)C(=O)O)C(=O)O,Ho,9.024390244,5.562330623,162.6162088,175.9527687,-0.401360544,-39.33786848,148.952381,-218.03348,-524.475512,42.70999751,-1.010094785,7.476729583,-0.419335214,1.47845805,-1.375200487,38.68084347,5.843749459,36.31600268,6.855299296,0.9593,67,164.93033,216,3.1,23.6,33,6.022,8.8,2.35952
BAXTUS,C1=C(C=C(C=C1C(=O)O)N)C(=O)O,Co,6.225,4.902777778,163.0911809,180.9010091,9.01,-33.17,158.2,-553.7457065,31.02850549,-355.2791089,-1.4004,7.893712932,-0.12,0.445172414,-0.16,42.37728459,9.038133208,30.24642141,6.828292156,0.6652,27,58.93319,192,4.3,7.5,64,7.881,8.86,1.72432
BAYQOK,C1=CC(=CC=C1C(=O)O)C(=O)O,Zn,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,30,65.4,139,4.45,6.4,-60,9.394,7.134,1.16011
BAYQUQ,C1=CC(=CC=C1C(=O)O)C(=O)O,Cd,5.125,5.819444444,159.2036613,165.9289017,7.061728395,-31.37037037,139.1111111,-323.8209219,-435.7061019,254.9866605,0.550923457,1.749836472,-1.742283951,-0.081052067,-2.804783951,42.93582616,5.672705364,26.3638878,6.827180347,1.083,48,112.41,158,4.33,7.2,-70,8.994,8.69,0.798074
BAYRAX,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,Cd,8.285714286,5.865079365,160.1601348,174.6157044,5.326530612,-48.48979592,158.5714286,-484.4214971,-30.14035608,15.28189589,4.969481633,15.12841755,-0.918367347,1.734693878,-2.112244898,38.59684834,7.580096337,28.0923986,10.25825415,0.7812,48,112.41,158,4.33,7.2,-70,8.994,8.69,1.47326
BAZBIO,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Ni,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,28,58.693,163,4.4,6.8,112,7.64,8.912,1.0091
BAZBIO01,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Ni,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,28,58.693,163,4.4,6.8,112,7.64,8.912,1.00826
BAZBOU,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.988326
BAZBOU01,C1=CC2=C(C=CC(=C2)C(=O)O)C=C1C(=O)O,Co,5.307692308,4.363247863,155.944943,160.4274476,0.888888889,-42.44444444,173.3333333,-448.9353286,-506.5582561,274.7735749,-0.822288889,5.481638718,-0.811965812,0.706349206,-1.888888889,45.02791735,5.667693064,25.13285217,6.848610706,2.2362,27,58.93319,192,4.3,7.5,64,7.881,8.86,0.971097
